1514908800000000000,57762822
1514909400000000000,52549847
1514910000000000000,48435694
1514910600000000000,44389400
1514911200000000000,40288682
1514911800000000000,36428639
1514912400000000000,32981289
1514913000000000000,29618165
1514913600000000000,26615632
1514914200000000000,23906630
1514914800000000000,21313416
1514915400000000000,19151711
1514916000000000000,17369595
1514916600000000000,15569922
1514917200000000000,14020104
1514917800000000000,12642087
1514918400000000000,11441999
1514919000000000000,10370015
1514919600000000000,9648480
1514920200000000000,8819679
1514920800000000000,8054526
1514921400000000000,7472298
1514922000000000000,6952982
1514922600000000000,6447986
1514923200000000000,6171981
1514923800000000000,5779783
1514924400000000000,5501832
1514925000000000000,5293141
1514925600000000000,5052605
1514926200000000000,4932650
1514926800000000000,4914055
1514927400000000000,4772546
1514928000000000000,4758054
1514928600000000000,4893586
1514929200000000000,4990211
1514929800000000000,5330143
1514930400000000000,6013304
1514931000000000000,6580965
1514931600000000000,7566148
1514932200000000000,8919605
1514932800000000000,10206555
1514933400000000000,11716942
1514934000000000000,14074628
1514934600000000000,15912778
1514935200000000000,18000368
1514935800000000000,20457799
1514936400000000000,22651175
1514937000000000000,25248666
1514937600000000000,28029421
1514938200000000000,30000811
1514938800000000000,32854216
1514939400000000000,34872058
1514940000000000000,36801846
1514940600000000000,37613419
1514941200000000000,38408514
1514941800000000000,38346150
1514942400000000000,38734325
1514943000000000000,39215118
1514943600000000000,39735369
1514944200000000000,40493112
1514944800000000000,40601812
1514945400000000000,40914751
1514946000000000000,41703740
1514946600000000000,42369427
1514947200000000000,43727226
1514947800000000000,44534964
1514948400000000000,44582158
1514949000000000000,44835908
1514949600000000000,45001801
1514950200000000000,43686400
1514950800000000000,43170028
1514951400000000000,43458568
1514952000000000000,43215597
1514952600000000000,44031832
1514953200000000000,46814999
1514953800000000000,49364494
1514954400000000000,51582362
1514955000000000000,53430071
1514955600000000000,53984770
1514956200000000000,50706022
1514956800000000000,49886447
1514957400000000000,49038277
1514958000000000000,46243148
1514958600000000000,44736418
1514959200000000000,44262234
1514959800000000000,43321971
1514960400000000000,43205631
1514961000000000000,43754902
1514961600000000000,44960316
1514962200000000000,45423595
1514962800000000000,45524661
1514963400000000000,45688377
1514964000000000000,46023043
1514964600000000000,45991769
1514965200000000000,46190328
1514965800000000000,47215136
1514966400000000000,48131512
1514967000000000000,47936254
1514967600000000000,48494542
1514968200000000000,48654722
1514968800000000000,49108341
1514969400000000000,49784830
1514970000000000000,48786535
1514970600000000000,49328971
1514971200000000000,50129789
1514971800000000000,48676789
1514972400000000000,47386687
1514973000000000000,49737906
1514973600000000000,49587425
1514974200000000000,48256622
1514974800000000000,48894751
1514975400000000000,48814962
1514976000000000000,48948433
1514976600000000000,49721062
1514977200000000000,49696854
1514977800000000000,49578018
1514978400000000000,51338632
1514979000000000000,52427637
1514979600000000000,52126866
1514980200000000000,52675790
1514980800000000000,53873184
1514981400000000000,54253005
1514982000000000000,55749715
1514982600000000000,56456141
1514983200000000000,57598745
1514983800000000000,59895750
1514984400000000000,60303174
1514985000000000000,60831882
1514985600000000000,61952682
1514986200000000000,64199457
1514986800000000000,66327094
1514987400000000000,68591664
1514988000000000000,71061185
1514988600000000000,70727473
1514989200000000000,73031734
1514989800000000000,74015077
1514990400000000000,75255923
1514991000000000000,77072812
1514991600000000000,75745577
1514992200000000000,74880788
1514992800000000000,73669888
1514993400000000000,72831993
1514994000000000000,69176770
1514994600000000000,66492828
1514995200000000000,63259153
1514995800000000000,57088235
1514996400000000000,52625766
1514997000000000000,48437309
1514997600000000000,43986113
1514998200000000000,39751721
1514998800000000000,36108019
1514999400000000000,32150847
1515000000000000000,29189514
1515000600000000000,26270686
1515001200000000000,23618855
1515001800000000000,21017233
1515002400000000000,19056238
1515003000000000000,17110627
1515003600000000000,15534884
1515004200000000000,14014803
1515004800000000000,12715611
1515005400000000000,11655629
1515006000000000000,10747423
1515006600000000000,9926943
1515007200000000000,9210996
1515007800000000000,8528651
1515008400000000000,7924044
1515009000000000000,7357104
1515009600000000000,6932496
1515010200000000000,6535570
1515010800000000000,6249330
1515011400000000000,6033886
1515012000000000000,5830670
1515012600000000000,5635543
1515013200000000000,5558927
1515013800000000000,5381190
1515014400000000000,5408770
1515015000000000000,5490438
1515015600000000000,5733474
1515016200000000000,6082812
1515016800000000000,6911318
1515017400000000000,7647418
1515018000000000000,8713182
1515018600000000000,10120388
1515019200000000000,11608741
1515019800000000000,13312462
1515020400000000000,15970752
1515021000000000000,17974152
1515021600000000000,20391757
1515022200000000000,23162949
1515022800000000000,24991171
1515023400000000000,27358488
1515024000000000000,30749361
1515024600000000000,32781298
1515025200000000000,35799239
1515025800000000000,38064863
1515026400000000000,40099037
1515027000000000000,41403771
1515027600000000000,43463595
1515028200000000000,43985191
1515028800000000000,44115317
1515029400000000000,43885321
1515030000000000000,43803702
1515030600000000000,45033367
1515031200000000000,44827622
1515031800000000000,45193510
1515032400000000000,46636979
1515033000000000000,47099382
1515033600000000000,47286195
1515034200000000000,48312143
1515034800000000000,47930640
1515035400000000000,47392659
1515036000000000000,48065563
1515036600000000000,48093941
1515037200000000000,46852866
1515037800000000000,47243563
1515038400000000000,47703761
1515039000000000000,48863528
1515039600000000000,51905217
1515040200000000000,53828007
1515040800000000000,55474393
1515041400000000000,58393811
1515042000000000000,59251104
1515042600000000000,56073206
1515043200000000000,54246657
1515043800000000000,52396268
1515044400000000000,49799967
1515045000000000000,48673037
1515045600000000000,47751543
1515046200000000000,47128257
1515046800000000000,46789723
1515047400000000000,46126679
1515048000000000000,46430513
1515048600000000000,47849538
1515049200000000000,48236091
1515049800000000000,47737445
1515050400000000000,47708807
1515051000000000000,47696713
1515051600000000000,47787319
1515052200000000000,47990914
1515052800000000000,48265382
1515053400000000000,47880283
1515054000000000000,48526649
1515054600000000000,48866728
1515055200000000000,48806381
1515055800000000000,49523814
1515056400000000000,49113708
1515057000000000000,49011791
1515057600000000000,49989127
1515058200000000000,48792954
1515058800000000000,48404322
1515059400000000000,49815716
1515060000000000000,49090874
1515060600000000000,48235973
1515061200000000000,49798703
1515061800000000000,50447525
1515062400000000000,51311053
1515063000000000000,51064041
1515063600000000000,51421090
1515064200000000000,51413261
1515064800000000000,52579533
1515065400000000000,53434807
1515066000000000000,53921348
1515066600000000000,54861241
1515067200000000000,54941023
1515067800000000000,54733927
1515068400000000000,56214715
1515069000000000000,56553194
1515069600000000000,57644074
1515070200000000000,59795183
1515070800000000000,60072861
1515071400000000000,58995246
1515072000000000000,62013189
1515072600000000000,62653500
1515073200000000000,64616754
1515073800000000000,66868776
1515074400000000000,68764884
1515075000000000000,70642742
1515075600000000000,71507638
1515076200000000000,73101007
1515076800000000000,73299188
1515077400000000000,73321096
1515078000000000000,72917418
1515078600000000000,72051660
1515079200000000000,71358095
1515079800000000000,69398960
1515080400000000000,66987590
1515081000000000000,64350022
1515081600000000000,61228013
1515082200000000000,55284346
1515082800000000000,51084956
1515083400000000000,47002644
1515084000000000000,42754132
1515084600000000000,38546928
1515085200000000000,34937883
1515085800000000000,31310904
1515086400000000000,28522613
1515087000000000000,25836821
1515087600000000000,22960167
1515088200000000000,20934563
1515088800000000000,18938817
1515089400000000000,16858173
1515090000000000000,15289589
1515090600000000000,13819452
1515091200000000000,12606836
1515091800000000000,11507626
1515092400000000000,10593163
1515093000000000000,9642583
1515093600000000000,8915219
1515094200000000000,8190249
1515094800000000000,7692292
1515095400000000000,7101405
1515096000000000000,6726519
1515096600000000000,6325194
1515097200000000000,6054148
1515097800000000000,5724608
1515098400000000000,5495538
1515099000000000000,5334197
1515099600000000000,5288071
1515100200000000000,5138906
1515100800000000000,5156909
1515101400000000000,5190367
1515102000000000000,5397838
1515102600000000000,5739570
1515103200000000000,6443083
1515103800000000000,7127544
1515104400000000000,8141887
1515105000000000000,9596463
1515105600000000000,11069863
1515106200000000000,12876328
1515106800000000000,15498419
1515107400000000000,17483754
1515108000000000000,19761762
1515108600000000000,22338295
1515109200000000000,24740794
1515109800000000000,27382689
1515110400000000000,30557229
1515111000000000000,32838718
1515111600000000000,35836236
1515112200000000000,38111299
1515112800000000000,40145719
1515113400000000000,41488583
1515114000000000000,42364733
1515114600000000000,42706950
1515115200000000000,43093859
1515115800000000000,44099858
1515116400000000000,44414831
1515117000000000000,45121136
1515117600000000000,45404806
1515118200000000000,45449843
1515118800000000000,46520415
1515119400000000000,46928026
1515120000000000000,47628663
1515120600000000000,48058879
1515121200000000000,48532686
1515121800000000000,48959690
1515122400000000000,49635121
1515123000000000000,49224165
1515123600000000000,48460755
1515124200000000000,48353394
1515124800000000000,46928811
1515125400000000000,47487875
1515126000000000000,50119737
1515126600000000000,52938707
1515127200000000000,56080534
1515127800000000000,59962915
1515128400000000000,59940829
1515129000000000000,57396116
1515129600000000000,55674300
1515130200000000000,55253027
1515130800000000000,52538495
1515131400000000000,50999598
1515132000000000000,50333961
1515132600000000000,49280535
1515133200000000000,49270202
1515133800000000000,48524097
1515134400000000000,48730779
1515135000000000000,49042046
1515135600000000000,49342353
1515136200000000000,49484068
1515136800000000000,49831060
1515137400000000000,49571137
1515138000000000000,50038537
1515138600000000000,50357712
1515139200000000000,50321280
1515139800000000000,50845000
1515140400000000000,52099860
1515141000000000000,51462698
1515141600000000000,52441877
1515142200000000000,53546013
1515142800000000000,52596588
1515143400000000000,51251911
1515144000000000000,50976489
1515144600000000000,48780891
1515145200000000000,47745329
1515145800000000000,48828765
1515146400000000000,48424672
1515147000000000000,47517160
1515147600000000000,48502733
1515148200000000000,48807701
1515148800000000000,49301050
1515149400000000000,50315576
1515150000000000000,50556929
1515150600000000000,50974844
1515151200000000000,51940549
1515151800000000000,52264513
1515152400000000000,51926682
1515153000000000000,52696344
1515153600000000000,52798809
1515154200000000000,53017706
1515154800000000000,53794727
1515155400000000000,54459590
1515156000000000000,55688345
1515156600000000000,57605648
1515157200000000000,58453773
1515157800000000000,59433497
1515158400000000000,61019266
1515159000000000000,62835823
1515159600000000000,65044555
1515160200000000000,67050778
1515160800000000000,68987798
1515161400000000000,69454844
1515162000000000000,71808415
1515162600000000000,72900778
1515163200000000000,74714048
1515163800000000000,75551062
1515164400000000000,75947155
1515165000000000000,75268731
1515165600000000000,74612971
1515166200000000000,73358005
1515166800000000000,71759274
1515167400000000000,69829021
1515168000000000000,66694431
1515168600000000000,61407548
1515169200000000000,57470481
1515169800000000000,53813340
1515170400000000000,49627961
1515171000000000000,45583528
1515171600000000000,41774281
1515172200000000000,37481164
1515172800000000000,33937727
1515173400000000000,30666877
1515174000000000000,27586335
1515174600000000000,24909423
1515175200000000000,22569365
1515175800000000000,20326894
1515176400000000000,18319696
1515177000000000000,16553254
1515177600000000000,14932730
1515178200000000000,13618032
1515178800000000000,12484716
1515179400000000000,11329677
1515180000000000000,10394407
1515180600000000000,9498355
1515181200000000000,8907929
1515181800000000000,8234419
1515182400000000000,7701276
1515183000000000000,7190232
1515183600000000000,6785320
1515184200000000000,6431773
1515184800000000000,6160305
1515185400000000000,6023406
1515186000000000000,5880383
1515186600000000000,5734598
1515187200000000000,5666721
1515187800000000000,5672472
1515188400000000000,5780237
1515189000000000000,6010112
1515189600000000000,6557650
1515190200000000000,6920756
1515190800000000000,7685153
1515191400000000000,8642492
1515192000000000000,9784763
1515192600000000000,11152652
1515193200000000000,13305340
1515193800000000000,15215388
1515194400000000000,17342707
1515195000000000000,19748715
1515195600000000000,22262818
1515196200000000000,25087804
1515196800000000000,28154791
1515197400000000000,30517128
1515198000000000000,33574206
1515198600000000000,36123428
1515199200000000000,38625438
1515199800000000000,40973547
1515200400000000000,43467153
1515201000000000000,44653255
1515201600000000000,46110883
1515202200000000000,47917531
1515202800000000000,49260230
1515203400000000000,50895378
1515204000000000000,51552038
1515204600000000000,52182368
1515205200000000000,52887621
1515205800000000000,53994152
1515206400000000000,55422796
1515207000000000000,56929021
1515207600000000000,57623634
1515208200000000000,56632140
1515208800000000000,56210254
1515209400000000000,55260317
1515210000000000000,54499555
1515210600000000000,54016094
1515211200000000000,53655253
1515211800000000000,52499987
1515212400000000000,52299927
1515213000000000000,52982448
1515213600000000000,53794987
1515214200000000000,54806374
1515214800000000000,55363000
1515215400000000000,54225415
1515216000000000000,54427475
1515216600000000000,54090710
1515217200000000000,52862233
1515217800000000000,51872664
1515218400000000000,51711766
1515219000000000000,51103851
1515219600000000000,51210843
1515220200000000000,50686494
1515220800000000000,50935621
1515221400000000000,51221205
1515222000000000000,51521028
1515222600000000000,52167217
1515223200000000000,52215200
1515223800000000000,52122887
1515224400000000000,52475129
1515225000000000000,52581000
1515225600000000000,53576772
1515226200000000000,54045600
1515226800000000000,54687800
1515227400000000000,54354161
1515228000000000000,54512270
1515228600000000000,54701927
1515229200000000000,54658041
1515229800000000000,54827225
1515230400000000000,55157052
1515231000000000000,53843036
1515231600000000000,52975594
1515232200000000000,53184132
1515232800000000000,52783384
1515233400000000000,52781667
1515234000000000000,53203907
1515234600000000000,53360600
1515235200000000000,53857641
1515235800000000000,54901960
1515236400000000000,54769648
1515237000000000000,54805806
1515237600000000000,56003758
1515238200000000000,56593530
1515238800000000000,56271449
1515239400000000000,57587954
1515240000000000000,58204845
1515240600000000000,58572275
1515241200000000000,60370943
1515241800000000000,60682384
1515242400000000000,61603481
1515243000000000000,63377292
1515243600000000000,63534888
1515244200000000000,64461087
1515244800000000000,66218487
1515245400000000000,67683806
1515246000000000000,70395914
1515246600000000000,79291958
1515247200000000000,75886143
1515247800000000000,80819985
1515248400000000000,86512414
1515249000000000000,89369740
1515249600000000000,92811986
1515250200000000000,98346825
1515250800000000000,100812756
1515251400000000000,100877794
1515252000000000000,100789102
1515252600000000000,97629603
1515253200000000000,95762876
1515253800000000000,93385746
1515254400000000000,89627373
1515255000000000000,82417681
1515255600000000000,76617827
1515256200000000000,70969704
1515256800000000000,65772575
1515257400000000000,60923193
1515258000000000000,56259669
1515258600000000000,51245912
1515259200000000000,46824023
1515259800000000000,42465532
1515260400000000000,38165244
1515261000000000000,34666987
1515261600000000000,31440075
1515262200000000000,28245036
1515262800000000000,25332754
1515263400000000000,22770803
1515264000000000000,20565475
1515264600000000000,18598848
1515265200000000000,17067907
1515265800000000000,15427187
1515266400000000000,14057341
1515267000000000000,12807824
1515267600000000000,11722916
1515268200000000000,10805512
1515268800000000000,10078770
1515269400000000000,9336117
1515270000000000000,8820635
1515270600000000000,8305753
1515271200000000000,7908532
1515271800000000000,7539965
1515272400000000000,7291738
1515273000000000000,7026424
1515273600000000000,6820544
1515274200000000000,6786876
1515274800000000000,6738259
1515275400000000000,6899898
1515276000000000000,7269785
1515276600000000000,7625569
1515277200000000000,8213303
1515277800000000000,9040059
1515278400000000000,9994218
1515279000000000000,11370885
1515279600000000000,13449032
1515280200000000000,15200486
1515280800000000000,17470807
1515281400000000000,20168893
1515282000000000000,22757655
1515282600000000000,25580377
1515283200000000000,29036267
1515283800000000000,31997650
1515284400000000000,35716469
1515285000000000000,39298677
1515285600000000000,42254366
1515286200000000000,45863061
1515286800000000000,49997018
1515287400000000000,52691607
1515288000000000000,56384286
1515288600000000000,59529390
1515289200000000000,61888535
1515289800000000000,64750950
1515290400000000000,65831828
1515291000000000000,65950659
1515291600000000000,67638350
1515292200000000000,66546787
1515292800000000000,66756346
1515293400000000000,67245745
1515294000000000000,67828831
1515294600000000000,67082783
1515295200000000000,66386447
1515295800000000000,64516103
1515296400000000000,63488375
1515297000000000000,62705509
1515297600000000000,60515618
1515298200000000000,58519403
1515298800000000000,58951256
1515299400000000000,58792789
1515300000000000000,59012456
1515300600000000000,59827938
1515301200000000000,59775677
1515301800000000000,59403861
1515302400000000000,59041537
1515303000000000000,58197784
1515303600000000000,57871657
1515304200000000000,57624328
1515304800000000000,57878810
1515305400000000000,57328713
1515306000000000000,57412729
1515306600000000000,56971001
1515307200000000000,56834631
1515307800000000000,56860928
1515308400000000000,57430413
1515309000000000000,57191034
1515309600000000000,56671348
1515310200000000000,56343877
1515310800000000000,56104325
1515311400000000000,56160705
1515312000000000000,56730280
1515312600000000000,56956531
1515313200000000000,57542769
1515313800000000000,58131709
1515314400000000000,58356041
1515315000000000000,57910248
1515315600000000000,56735512
1515316200000000000,55570399
1515316800000000000,55721862
1515317400000000000,54909413
1515318000000000000,54561552
1515318600000000000,54769541
1515319200000000000,53952527
1515319800000000000,52951065
1515320400000000000,53460078
1515321000000000000,53802544
1515321600000000000,53599761
1515322200000000000,53778146
1515322800000000000,53702162
1515323400000000000,53961397
1515324000000000000,54711749
1515324600000000000,55797664
1515325200000000000,56510182
1515325800000000000,58203562
1515326400000000000,58268608
1515327000000000000,58456313
1515327600000000000,60267845
1515328200000000000,60455160
1515328800000000000,61956368
1515329400000000000,64120287
1515330000000000000,64138466
1515330600000000000,64953692
1515331200000000000,66947629
1515331800000000000,68517651
1515332400000000000,70155709
1515333000000000000,72170577
1515333600000000000,74441051
1515334200000000000,75372564
1515334800000000000,76685344
1515335400000000000,78397105
1515336000000000000,79728433
1515336600000000000,80365484
1515337200000000000,80454083
1515337800000000000,79808218
1515338400000000000,78896031
1515339000000000000,76593535
1515339600000000000,74099661
1515340200000000000,71732886
1515340800000000000,67880618
1515341400000000000,61018592
1515342000000000000,56371205
1515342600000000000,51923583
1515343200000000000,47716017
1515343800000000000,43697924
1515344400000000000,40275975
1515345000000000000,36390022
1515345600000000000,33087365
1515346200000000000,29999775
1515346800000000000,27085940
1515347400000000000,24458348
1515348000000000000,22294813
1515348600000000000,19986220
1515349200000000000,18155885
1515349800000000000,16505185
1515350400000000000,14918513
1515351000000000000,13496427
1515351600000000000,12492802
1515352200000000000,11395263
1515352800000000000,10487683
1515353400000000000,9676825
1515354000000000000,8882286
1515354600000000000,8334323
1515355200000000000,7859127
1515355800000000000,7298287
1515356400000000000,6986520
1515357000000000000,6641631
1515357600000000000,6430655
1515358200000000000,6136549
1515358800000000000,6039181
1515359400000000000,5784142
1515360000000000000,5787718
1515360600000000000,5867701
1515361200000000000,5961511
1515361800000000000,6236887
1515362400000000000,6997883
1515363000000000000,7662789
1515363600000000000,8635068
1515364200000000000,10005931
1515364800000000000,11317337
1515365400000000000,12992132
1515366000000000000,15306670
1515366600000000000,17298569
1515367200000000000,19563668
1515367800000000000,22146775
1515368400000000000,24522349
1515369000000000000,27077636
1515369600000000000,30073735
1515370200000000000,32249907
1515370800000000000,35324878
1515371400000000000,38107200
1515372000000000000,40618426
1515372600000000000,42089881
1515373200000000000,42894503
1515373800000000000,43043794
1515374400000000000,44006163
1515375000000000000,44528257
1515375600000000000,44636514
1515376200000000000,45326856
1515376800000000000,45464915
1515377400000000000,45477140
1515378000000000000,46271256
1515378600000000000,46610684
1515379200000000000,47534990
1515379800000000000,48763871
1515380400000000000,49283493
1515381000000000000,48920914
1515381600000000000,49964085
1515382200000000000,49036667
1515382800000000000,48993297
1515383400000000000,49291867
1515384000000000000,48120246
1515384600000000000,48941100
1515385200000000000,52369679
1515385800000000000,55700265
1515386400000000000,58616930
1515387000000000000,60694885
1515387600000000000,60268467
1515388200000000000,57430147
1515388800000000000,55907702
1515389400000000000,53796123
1515390000000000000,51160744
1515390600000000000,49864343
1515391200000000000,48860853
1515391800000000000,47183591
1515392400000000000,46630254
1515393000000000000,45860996
1515393600000000000,46822464
1515394200000000000,47175097
1515394800000000000,46920177
1515395400000000000,46163574
1515396000000000000,46364260
1515396600000000000,46366417
1515397200000000000,46210459
1515397800000000000,46770894
1515398400000000000,46985273
1515399000000000000,46643051
1515399600000000000,47399140
1515400200000000000,47473647
1515400800000000000,48576532
1515401400000000000,50086256
1515402000000000000,48682015
1515402600000000000,48797882
